"data_id","imbalanced_ratio","balancing_method","resampling_ratio","rashomon_set_size","obscurity","discrepancy"
13,1.09831460674157,"Near miss",1.15,21,0.255439924314097,0.788079470198676
13,1.1007874015748,"SMOTE",1.15,23,0.106497313141182,0.280898876404494
13,1.96348314606742,"Original",1.2,38,0.110902255639098,0.695238095238095
13,1.21565217391304,"Oversampling",1.2,20,0.107254901960784,0.219607843137255
13,1.21629213483146,"Undersampling",1.2,26,0.189386562804284,0.943037974683544
13,1.09831460674157,"Near miss",1.2,21,0.255439924314097,0.788079470198676
13,1.1007874015748,"SMOTE",1.2,23,0.106497313141182,0.280898876404494
13,1.96348314606742,"Original",1.25,38,0.110902255639098,0.695238095238095
13,1.28729281767956,"Oversampling",1.25,19,0.134643838511943,0.72289156626506
13,1.2752808988764,"Undersampling",1.25,19,0.119793348401679,0.269938650306748
13,1.25,"Near miss",1.25,17,0.128242601388381,0.428571428571429
13,1.25044722719141,"SMOTE",1.25,22,0.149891774891775,0.555555555555556
14,1.53778268063982,"Original",1,40,0.102741585233442,0.614549402823019
14,1.00831826401447,"Oversampling",1,42,0.12048347691912,0.793879387938794
14,1.00387596899225,"Undersampling",1,42,0.106830870279146,0.216551724137931
14,1,"Near miss",1,39,0.100515645970191,0.497245179063361
14,1,"SMOTE",1,40,0.089336917562724,0.497311827956989
14,1.53778268063982,"Original",1.05,40,0.102741585233442,0.614549402823019
14,1.05806451612903,"Oversampling",1.05,43,0.119022612796056,0.773271889400922
14,1.04964147821291,"Undersampling",1.05,43,0.064790760274187,0.234185733512786
14,1.04964147821291,"Near miss",1.05,31,0.0780184952025355,0.271870794078062
14,1.05009416195857,"SMOTE",1.05,41,0.0635400568881722,0.20752984389348
14,1.53778268063982,"Original",1.1,40,0.102741585233442,0.614549402823019
14,1.1015408929277,"Oversampling",1.1,38,0.0871911670050008,0.527751646284102
14,1.09542195256481,"Undersampling",1.1,31,0.137903225806452,0.83421052631579
14,1.09983452840596,"Near miss",1.1,25,0.122782152230971,0.770341207349081
14,1.10023677979479,"SMOTE",1.1,31,0.0821141905194609,0.835680751173709
14,1.53778268063982,"Original",1.15,40,0.102741585233442,0.614549402823019
14,1.14874330449114,"Oversampling",1.15,31,0.0927882832777158,0.481800766283525
14,1.146166574738,"Undersampling",1.15,39,0.140811140811141,0.782496782496782
14,1.09983452840596,"Near miss",1.15,25,0.122782152230971,0.770341207349081
14,1.10023677979479,"SMOTE",1.15,31,0.0821141905194609,0.835680751173709
14,1.53778268063982,"Original",1.2,40,0.102741585233442,0.614549402823019
14,1.19400428265525,"Oversampling",1.2,39,0.0850281425891182,0.538536585365854
14,1.19194704908991,"Undersampling",1.2,37,0.11476300421024,0.82537688442211
14,1.09983452840596,"Near miss",1.2,25,0.122782152230971,0.770341207349081
14,1.10023677979479,"SMOTE",1.2,31,0.0821141905194609,0.835680751173709
14,1.53778268063982,"Original",1.25,40,0.102741585233442,0.614549402823019
14,1.24742729306488,"Oversampling",1.25,37,0.0986150329433911,0.54228855721393
14,1.23827909542195,"Undersampling",1.25,31,0.128912931068772,0.808877928483354
14,1.24986210700496,"Near miss",1.25,25,0.0837254901960784,0.420343137254902
14,1.25022421524664,"SMOTE",1.25,42,0.0782109656611649,0.547808764940239
15,5.07101449275362,"Original",1,17,0.051944405447143,0.0978520286396181
15,1.01411764705882,"Oversampling",1,18,0.139779721412374,0.443148688046647
15,1.06285714285714,"Undersampling",1,21,0.183300717547293,0.684931506849315
15,1,"Near miss",1,14,0.154440154440154,0.337837837837838
15,1,"SMOTE",1,25,0.211329479768786,0.734104046242775
15,5.07101449275362,"Original",1.05,17,0.051944405447143,0.0978520286396181
15,1.0655129789864,"Oversampling",1.05,17,0.279719051799824,0.686567164179104
15,1.09139784946237,"Undersampling",1.05,24,0.145021645021645,0.298701298701299
15,1.04838709677419,"Near miss",1.05,13,0.212550607287449,0.578947368421053
15,1.05121951219512,"SMOTE",1.05,19,0.11557082617523,0.338278931750742
15,5.07101449275362,"Original",1.1,17,0.051944405447143,0.0978520286396181
15,1.11082474226804,"Oversampling",1.1,21,0.195252569112751,0.364741641337386
15,1.13978494623656,"Undersampling",1.1,41,0.184146341463415,0.65
15,1.09677419354839,"Near miss",1.1,20,0.148051948051948,0.311688311688312
15,1.10089399744572,"SMOTE",1.1,27,0.10064167510976,0.240121580547112
15,5.07101449275362,"Original",1.15,17,0.051944405447143,0.0978520286396181
15,1.16644113667118,"Oversampling",1.15,15,0.26417445482866,0.632398753894081
15,1.20430107526882,"Undersampling",1.15,20,0.222560975609756,0.585365853658537
15,1.09677419354839,"Near miss",1.15,20,0.148051948051948,0.311688311688312
15,1.10089399744572,"SMOTE",1.15,27,0.10064167510976,0.240121580547112
15,5.07101449275362,"Original",1.2,17,0.051944405447143,0.0978520286396181
15,1.21751412429379,"Oversampling",1.2,17,0.120082427875609,0.369426751592357
15,1.24731182795699,"Undersampling",1.2,23,0.219461697722567,0.714285714285714
15,1.09677419354839,"Near miss",1.2,20,0.148051948051948,0.311688311688312
15,1.10089399744572,"SMOTE",1.2,27,0.10064167510976,0.240121580547112
15,5.07101449275362,"Original",1.25,17,0.051944405447143,0.0978520286396181
15,1.27703703703704,"Oversampling",1.25,18,0.16468253968254,0.688311688311688
15,1.3010752688172,"Undersampling",1.25,19,0.275397796817625,0.558139534883721
15,1.24731182795699,"Near miss",1.25,15,0.200793650793651,0.333333333333333
15,1.2510885341074,"SMOTE",1.25,24,0.242095391211147,0.80064308681672
16,1.88410104011887,"Original",1,44,0.0532450796626055,0.40979381443299
16,1.01035856573705,"Oversampling",1,39,0.0722425722425723,0.503968253968254
16,1.00899550224888,"Undersampling",1,42,0.0461087420042644,0.402985074626866
16,1,"Near miss",1,43,0.0463387222270251,0.486988847583643
16,1,"SMOTE",1,36,0.106454087223318,0.500986193293886
16,1.88410104011887,"Original",1.05,44,0.0532450796626055,0.40979381443299
16,1.0593149540518,"Oversampling",1.05,44,0.0269223676931588,0.415821501014199
16,1.06389301634473,"Undersampling",1.05,33,0.102505196368012,0.490974729241877
16,1.04903417533432,"Near miss",1.05,41,0.0457867394558423,0.288808664259928
16,1.05053852526926,"SMOTE",1.05,41,0.0590785907859079,0.488888888888889
16,1.88410104011887,"Original",1.1,44,0.0532450796626055,0.40979381443299
16,1.10165073848827,"Oversampling",1.1,42,0.0501330967169476,0.476190476190476
16,1.11144130757801,"Undersampling",1.1,40,0.05,0.473684210526316
16,1.09955423476969,"Near miss",1.1,40,0.0643992932862191,0.484098939929329
16,1.10069444444444,"SMOTE",1.1,41,0.0756956016765137,0.472049689440994
16,1.88410104011887,"Original",1.15,44,0.0532450796626055,0.40979381443299
16,1.15272727272727,"Oversampling",1.15,39,0.0710684664173036,0.465116279069767
16,1.16641901931649,"Undersampling",1.15,36,0.0839060710194731,0.481099656357388
16,1.09955423476969,"Near miss",1.15,40,0.0643992932862191,0.484098939929329
16,1.10069444444444,"SMOTE",1.15,41,0.0756956016765137,0.472049689440994
16,1.88410104011887,"Original",1.2,44,0.0532450796626055,0.40979381443299
16,1.1996215704825,"Oversampling",1.2,37,0.0686160298229263,0.396551724137931
16,1.20950965824666,"Undersampling",1.2,34,0.0761942360836952,0.456375838926175
16,1.09955423476969,"Near miss",1.2,40,0.0643992932862191,0.484098939929329
16,1.10069444444444,"SMOTE",1.2,41,0.0756956016765137,0.472049689440994
16,1.88410104011887,"Original",1.25,44,0.0532450796626055,0.40979381443299
16,1.2542037586548,"Oversampling",1.25,38,0.112781954887218,0.441758241758242
16,1.26597325408618,"Undersampling",1.25,40,0.0597861842105263,0.444078947368421
16,1.24962852897474,"Near miss",1.25,38,0.0891957616814313,0.438943894389439
16,1.25049309664694,"SMOTE",1.25,38,0.0768652400231347,0.43956043956044
17,12.2933333333333,"Original",1,39,0.0265407107512371,0.167919799498747
17,1.00326441784548,"Oversampling",1,20,0.130393487109905,0.921302578018996
17,1.03448275862069,"Undersampling",1,25,0.0766101694915254,0.661016949152542
17,1,"Near miss",1,43,0.0957364341085271,0.566666666666667
17,1,"SMOTE",1,24,0.0685775667118952,0.139755766621438
17,12.2933333333333,"Original",1.05,39,0.0265407107512371,0.167919799498747
17,1.04951622083096,"Oversampling",1.05,25,0.089,0.136111111111111
17,1.07333333333333,"Undersampling",1.05,39,0.14722911497105,0.451612903225806
17,1.04666666666667,"Near miss",1.05,31,0.0655567117585848,0.209677419354839
17,1.0501138952164,"SMOTE",1.05,25,0.0641331484049929,0.213592233009709
17,12.2933333333333,"Original",1.1,39,0.0265407107512371,0.167919799498747
17,1.09827278141751,"Oversampling",1.1,23,0.0781375269811904,0.109219858156028
17,1.14,"Undersampling",1.1,42,0.123809523809524,0.6
17,1.1,"Near miss",1.1,22,0.104617604617605,0.634920634920635
17,1.10023866348449,"SMOTE",1.1,24,0.0715721040189126,0.136170212765957
17,12.2933333333333,"Original",1.15,39,0.0265407107512371,0.167919799498747
17,1.14747977598009,"Oversampling",1.15,28,0.0612836438923395,0.228985507246377
17,1.18666666666667,"Undersampling",1.15,27,0.0802469135802469,0.545454545454545
17,1.1,"Near miss",1.15,22,0.104617604617605,0.634920634920635
17,1.10023866348449,"SMOTE",1.15,24,0.0715721040189126,0.136170212765957
17,12.2933333333333,"Original",1.2,39,0.0265407107512371,0.167919799498747
17,1.19044544867657,"Oversampling",1.2,20,0.073377581120944,0.156342182890855
17,1.23333333333333,"Undersampling",1.2,32,0.0541044776119403,0.17910447761194
17,1.1,"Near miss",1.2,22,0.104617604617605,0.634920634920635
17,1.10023866348449,"SMOTE",1.2,24,0.0715721040189126,0.136170212765957
17,12.2933333333333,"Original",1.25,39,0.0265407107512371,0.167919799498747
17,1.24594594594595,"Oversampling",1.25,24,0.13828320802005,0.851127819548872
17,1.27333333333333,"Undersampling",1.25,26,0.0921945701357466,0.411764705882353
17,1.24666666666667,"Near miss",1.25,27,0.111111111111111,0.477611940298507
17,1.25016949152542,"SMOTE",1.25,26,0.0917516218721038,0.15210843373494
18,17.5402298850575,"Original",1,22,0.0222347312130595,0.0526315789473684
18,1.01104240282686,"Oversampling",1,37,0.0808140742279052,0.50384193194292
18,1.07851239669421,"Undersampling",1,37,0.0883061279100883,0.435643564356436
18,1,"Near miss",1,41,0.172342383801197,0.311320754716981
18,1,"SMOTE",1,40,0.20107805676856,0.358624454148472
18,17.5402298850575,"Original",1.05,22,0.0222347312130595,0.0526315789473684
18,1.06144215163459,"Oversampling",1.05,36,0.072372119168072,0.666666666666667
18,1.11111111111111,"Undersampling",1.05,27,0.152861952861953,0.445454545454545
18,1.04980842911877,"Near miss",1.05,26,0.0822649572649573,0.527777777777778
18,1.05,"SMOTE",1.05,39,0.0660959100556412,0.489373601789709
18,17.5402298850575,"Original",1.1,22,0.0222347312130595,0.0526315789473684
18,1.1160409556314,"Oversampling",1.1,38,0.0925067418113505,0.659182498560737
18,1.14942528735632,"Undersampling",1.1,21,0.134007585335019,0.663716814159292
18,1.09961685823755,"Near miss",1.1,41,0.0960228521204131,0.432432432432432
18,1.10021629416006,"SMOTE",1.1,34,0.133925268220496,0.649514008004574
18,17.5402298850575,"Original",1.15,22,0.0222347312130595,0.0526315789473684
18,1.16429298067141,"Oversampling",1.15,36,0.236967443074313,0.541984732824427
18,1.20689655172414,"Undersampling",1.15,22,0.173197492163009,0.663793103448276
18,1.09961685823755,"Near miss",1.15,41,0.0960228521204131,0.432432432432432
18,1.10021629416006,"SMOTE",1.15,34,0.133925268220496,0.649514008004574
18,17.5402298850575,"Original",1.2,22,0.0222347312130595,0.0526315789473684
18,1.21367974549311,"Oversampling",1.2,37,0.0797547996829864,0.456014362657092
18,1.23754789272031,"Undersampling",1.2,27,0.146565368787591,0.735042735042735
18,1.09961685823755,"Near miss",1.2,41,0.0960228521204131,0.432432432432432
18,1.10021629416006,"SMOTE",1.2,34,0.133925268220496,0.649514008004574
18,17.5402298850575,"Original",1.25,22,0.0222347312130595,0.0526315789473684
18,1.26011560693642,"Oversampling",1.25,39,0.276991786126987,0.549939098660171
18,1.28352490421456,"Undersampling",1.25,27,0.149382716049383,0.608333333333333
18,1.24904214559387,"Near miss",1.25,30,0.117378917378917,0.376068376068376
18,1.25013653741125,"SMOTE",1.25,39,0.0690861594439524,0.459066100667071
19,25.7650273224044,"Original",1,18,0.0205215419501134,0.026530612244898
19,1.01136851136851,"Oversampling",1,37,0.119336936936937,0.667733333333333
19,1.04571428571429,"Undersampling",1,13,0.175213675213675,0.458333333333333
19,1,"Near miss",1,23,0.216803760282021,0.783783783783784
19,1,"SMOTE",1,21,0.110059081957279,0.296924708377519
19,25.7650273224044,"Original",1.05,18,0.0205215419501134,0.026530612244898
19,1.06002697841727,"Oversampling",1.05,30,0.14362611383888,0.704855428259684
19,1.0983606557377,"Undersampling",1.05,25,0.117402597402597,0.285714285714286
19,1.04918032786885,"Near miss",1.05,11,0.180589680589681,0.337837837837838
19,1.05011135857461,"SMOTE",1.05,22,0.224458051454249,0.596958174904943
19,25.7650273224044,"Original",1.1,18,0.0205215419501134,0.026530612244898
19,1.11518448438978,"Oversampling",1.1,25,0.145131358300727,0.691447736165456
19,1.13661202185792,"Undersampling",1.1,12,0.152777777777778,0.320512820512821
19,1.0983606557377,"Near miss",1.1,21,0.146567717996289,0.25974025974026
19,1.10009332711153,"SMOTE",1.1,15,0.133851563945956,0.30094392004442
19,25.7650273224044,"Original",1.15,18,0.0205215419501134,0.026530612244898
19,1.16592482690406,"Oversampling",1.15,37,0.125163998950407,0.696744717304397
19,1.19672131147541,"Undersampling",1.15,13,0.128846153846154,0.3125
19,1.0983606557377,"Near miss",1.15,21,0.146567717996289,0.25974025974026
19,1.10009332711153,"SMOTE",1.15,15,0.133851563945956,0.30094392004442
19,25.7650273224044,"Original",1.2,18,0.0205215419501134,0.026530612244898
19,1.21426731908318,"Oversampling",1.2,19,0.146290683077677,0.559045956951716
19,1.24590163934426,"Undersampling",1.2,17,0.123316796598157,0.216867469879518
19,1.0983606557377,"Near miss",1.2,21,0.146567717996289,0.25974025974026
19,1.10009332711153,"SMOTE",1.2,15,0.133851563945956,0.30094392004442
19,25.7650273224044,"Original",1.25,18,0.0205215419501134,0.026530612244898
19,1.26339764201501,"Oversampling",1.25,30,0.166094335898954,0.710479573712256
19,1.2896174863388,"Undersampling",1.25,19,0.141604010025063,0.25
19,1.24590163934426,"Near miss",1.25,21,0.16982214572576,0.759036144578313
19,1.25,"SMOTE",1.25,16,0.129382734236888,0.397171479080731
20,28.0980392156863,"Original",1,21,0.0575597242263909,0.96969696969697
20,1.00986610288936,"Oversampling",1,41,0.0642433044295417,0.36077057793345
20,1.0625,"Undersampling",1,16,0.059375,0.2
20,1,"Near miss",1,16,0.0416666666666667,0.238095238095238
20,1,"SMOTE",1,36,0.0734126984126984,0.47212543554007
20,28.0980392156863,"Original",1.05,21,0.0575597242263909,0.96969696969697
20,1.05678466076696,"Oversampling",1.05,37,0.0896871827104385,0.493738819320215
20,1.11764705882353,"Undersampling",1.05,30,0.0803030303030303,0.590909090909091
20,1.03921568627451,"Near miss",1.05,15,0.228571428571429,0.571428571428571
20,1.05058651026393,"SMOTE",1.05,35,0.095,0.492857142857143
20,28.0980392156863,"Original",1.1,21,0.0575597242263909,0.96969696969697
20,1.10315627405697,"Oversampling",1.1,31,0.12761691336911,0.517367458866545
20,1.11764705882353,"Undersampling",1.1,21,0.106060606060606,0.272727272727273
20,1.09803921568627,"Near miss",1.1,33,0.193675889328063,0.434782608695652
20,1.10061443932412,"SMOTE",1.1,36,0.102747364152474,0.5
20,28.0980392156863,"Original",1.15,21,0.0575597242263909,0.96969696969697
20,1.15938511326861,"Oversampling",1.15,38,0.102656173143138,0.471028037383178
20,1.17647058823529,"Undersampling",1.15,26,0.0839160839160839,0.181818181818182
20,1.09803921568627,"Near miss",1.15,33,0.193675889328063,0.434782608695652
20,1.10061443932412,"SMOTE",1.15,36,0.102747364152474,0.5
20,28.0980392156863,"Original",1.2,21,0.0575597242263909,0.96969696969697
20,1.2031905961377,"Oversampling",1.2,34,0.108197271303959,0.522813688212928
20,1.2156862745098,"Undersampling",1.2,16,0.140625,0.458333333333333
20,1.09803921568627,"Near miss",1.2,33,0.193675889328063,0.434782608695652
20,1.10061443932412,"SMOTE",1.2,36,0.102747364152474,0.5
20,28.0980392156863,"Original",1.25,21,0.0575597242263909,0.96969696969697
20,1.25922671353251,"Oversampling",1.25,36,0.109546925566343,0.549514563106796
20,1.25490196078431,"Undersampling",1.25,24,0.0486111111111111,0.416666666666667
20,1.23529411764706,"Near miss",1.25,24,0.170138888888889,0.541666666666667
20,1.25043630017452,"SMOTE",1.25,39,0.0881317264295988,0.462282398452611
21,12.5786516853933,"Original",1,11,0,0
21,1.00538841490795,"Oversampling",1,18,0.188216243148978,0.455156950672646
21,1.04093567251462,"Undersampling",1,1,0,0
21,1,"Near miss",1,4,0.177083333333333,0.402777777777778
21,1,"SMOTE",1,14,0.133429210610419,0.376957494407159
21,12.5786516853933,"Original",1.05,11,0,0
21,1.05414312617702,"Oversampling",1.05,19,0.164534041525833,0.528669724770642
21,1.08988764044944,"Undersampling",1.05,4,0.189189189189189,0.405405405405405
21,1.04494382022472,"Near miss",1.05,9,0.272450532724505,0.397260273972603
21,1.05018761726079,"SMOTE",1.05,16,0.154567583046964,0.380297823596793
21,12.5786516853933,"Original",1.1,11,0,0
21,1.09647404505387,"Oversampling",1.1,17,0.189473684210526,0.525146198830409
21,1.15168539325843,"Undersampling",1.1,19,0.291866028708134,0.532467532467532
21,1.09550561797753,"Near miss",1.1,2,0.310810810810811,0.621621621621622
21,1.1002457002457,"SMOTE",1.1,11,0.276878858846072,0.375878220140515
21,12.5786516853933,"Original",1.15,11,0,0
21,1.14176440591535,"Oversampling",1.15,21,0.198922902494331,0.564285714285714
21,1.20224719101124,"Undersampling",1.15,14,0.253164556962025,0.40506329113924
21,1.09550561797753,"Near miss",1.15,2,0.310810810810811,0.621621621621622
21,1.1002457002457,"SMOTE",1.15,11,0.276878858846072,0.375878220140515
21,12.5786516853933,"Original",1.2,11,0,0
21,1.18653948065713,"Oversampling",1.2,22,0.17129476584022,0.461818181818182
21,1.24719101123595,"Undersampling",1.2,5,0.17,0.225
21,1.09550561797753,"Near miss",1.2,2,0.310810810810811,0.621621621621622
21,1.1002457002457,"SMOTE",1.2,11,0.276878858846072,0.375878220140515
21,12.5786516853933,"Original",1.25,11,0,0
21,1.23633351739371,"Oversampling",1.25,17,0.205737109658678,0.477777777777778
21,1.29213483146067,"Undersampling",1.25,7,0.343205574912892,0.463414634146341
21,1.24719101123595,"Near miss",1.25,7,0.189285714285714,0.3625
21,1.250139586823,"SMOTE",1.25,13,0.116819747416762,0.42910447761194
