"data_id","imbalanced_ratio","balancing_method","resampling_ratio","rashomon_set_size","obscurity","discrepancy"
3,1.24893917963225,"Near miss",1.25,37,0.130545639979602,0.726415094339623
3,1.25014560279557,"SMOTE",1.25,39,0.115948518923939,0.709573091849935
4,4.16856600189934,"Original",1,22,0.0480215376909592,0.0858585858585859
4,1.01315941359806,"Oversampling",1,9,0.128881245820197,0.325881341358555
4,1.00477783086479,"Undersampling",1,37,0.181812324839738,0.855780691299166
4,1,"Near miss",1,41,0.179769422397312,0.842042755344418
4,1,"SMOTE",1,16,0.18871013667426,0.258257403189066
4,4.16856600189934,"Original",1.05,22,0.0480215376909592,0.0858585858585859
4,1.06349206349206,"Oversampling",1.05,10,0.173818608746698,0.244203111241561
4,1.05230622919639,"Undersampling",1.05,35,0.190730011587486,0.485515643105446
4,1.04992867332382,"Near miss",1.05,15,0.165314793356508,0.246813441483198
4,1.05000598157674,"SMOTE",1.05,20,0.135570469798658,0.32156405018967
4,4.16856600189934,"Original",1.1,22,0.0480215376909592,0.0858585858585859
4,1.11595677050223,"Oversampling",1.1,9,0.154167083875705,0.21778311805347
4,1.09747979077508,"Undersampling",1.1,35,0.257401714932859,0.763306908267271
4,1.09985734664765,"Near miss",1.1,42,0.161791639732816,0.497737556561086
4,1.10001253289886,"SMOTE",1.1,16,0.17011712921516,0.749328558639212
4,4.16856600189934,"Original",1.15,22,0.0480215376909592,0.0858585858585859
4,1.16668882094909,"Oversampling",1.15,6,0.138198916487785,0.242563630788102
4,1.14693295292439,"Undersampling",1.15,28,0.161287770922322,0.427464008859358
4,1.09985734664765,"Near miss",1.15,42,0.161791639732816,0.497737556561086
4,1.10001253289886,"SMOTE",1.15,16,0.17011712921516,0.749328558639212
4,4.16856600189934,"Original",1.2,22,0.0480215376909592,0.0858585858585859
4,1.21750589540852,"Oversampling",1.2,7,0.160904136513893,0.275171982489056
4,1.19400855920114,"Undersampling",1.2,38,0.20750085626213,0.457700650759219
4,1.09985734664765,"Near miss",1.2,42,0.161791639732816,0.497737556561086
4,1.10001253289886,"SMOTE",1.2,16,0.17011712921516,0.749328558639212
4,4.16856600189934,"Original",1.25,22,0.0480215376909592,0.0858585858585859
4,1.27018813314038,"Oversampling",1.25,5,0.112428298279159,0.160930528999363
4,1.24298621017594,"Undersampling",1.25,40,0.211122881355932,0.848516949152542
4,1.24964336661912,"Near miss",1.25,36,0.843081982616866,1
4,1.25010682238997,"SMOTE",1.25,17,0.125425684351564,0.27965833596963
5,5.46932515337423,"Original",1,27,0.0519218982575957,0.0732860520094563
5,1.00791407574901,"Oversampling",1,14,0.106438631790744,0.214084507042254
5,1.0251572327044,"Undersampling",1,40,0.195,0.515384615384615
5,1,"Near miss",1,23,0.176900099568536,0.931297709923664
5,1,"SMOTE",1,20,0.117671809256662,0.336605890603086
5,5.46932515337423,"Original",1.05,27,0.0519218982575957,0.0732860520094563
5,1.05316007088009,"Oversampling",1.05,12,0.122126436781609,0.239942528735632
5,1.06748466257669,"Undersampling",1.05,28,0.157825630252101,0.786764705882353
5,1.04907975460123,"Near miss",1.05,39,0.173271173271173,0.856060606060606
5,1.05005889281508,"SMOTE",1.05,17,0.144906743185079,0.235294117647059
5,5.46932515337423,"Original",1.1,27,0.0519218982575957,0.0732860520094563
5,1.09723076923077,"Oversampling",1.1,8,0.143878299120235,0.240469208211144
5,1.11042944785276,"Undersampling",1.1,30,0.162043795620438,0.766423357664234
5,1.09815950920245,"Near miss",1.1,34,0.231429798196651,0.503649635036496
5,1.10061728395062,"SMOTE",1.1,18,0.163403491597324,0.254038179148311
5,5.46932515337423,"Original",1.15,27,0.0519218982575957,0.0732860520094563
5,1.14958091553836,"Oversampling",1.15,15,0.136726546906188,0.296407185628743
5,1.17484662576687,"Undersampling",1.15,41,0.176571624871178,0.816901408450704
5,1.09815950920245,"Near miss",1.15,34,0.231429798196651,0.503649635036496
5,1.10061728395062,"SMOTE",1.15,18,0.163403491597324,0.254038179148311
5,5.46932515337423,"Original",1.2,27,0.0519218982575957,0.0732860520094563
5,1.19104876419506,"Oversampling",1.2,11,0.115022172949002,0.217987804878049
5,1.2239263803681,"Undersampling",1.2,39,0.199786324786325,0.902777777777778
5,1.09815950920245,"Near miss",1.2,34,0.231429798196651,0.503649635036496
5,1.10061728395062,"SMOTE",1.2,18,0.163403491597324,0.254038179148311
5,5.46932515337423,"Original",1.25,27,0.0519218982575957,0.0732860520094563
5,1.24598183088749,"Oversampling",1.25,14,0.12899290150843,0.27639751552795
5,1.2638036809816,"Undersampling",1.25,35,0.193780369290573,0.870748299319728
5,1.24846625766871,"Near miss",1.25,37,0.152050009192866,0.789115646258503
5,1.25035063113604,"SMOTE",1.25,20,0.188102643856921,0.746500777604977
6,1.8438995215311,"Original",1,34,0.098291721419185,0.235216819973719
6,1.01173188940848,"Oversampling",1,17,0.213515620315404,0.753109072375127
6,1.01103552532124,"Undersampling",1,35,0.125896885069817,0.78796992481203
6,1,"Near miss",1,33,0.137411498159162,0.773457943925234
6,1,"SMOTE",1,20,0.152665720656801,0.466855868639773
6,1.8438995215311,"Original",1.05,34,0.098291721419185,0.235216819973719
6,1.05972329638223,"Oversampling",1.05,18,0.175020275750203,0.736392075078206
6,1.0611543062201,"Undersampling",1.05,18,0.237456172167815,0.718171926006529
6,1.04994019138756,"Near miss",1.05,32,0.156956858810653,0.734403502371397
6,1.05006811989101,"SMOTE",1.05,29,0.207777236796884,0.823504983388704
6,1.8438995215311,"Original",1.1,34,0.098291721419185,0.235216819973719
6,1.11209306519975,"Oversampling",1.1,17,0.131357900684286,0.283030949839915
6,1.11273923444976,"Undersampling",1.1,36,0.139016670598412,0.816702052370842
6,1.09988038277512,"Near miss",1.1,41,0.142617828313514,0.819217081850534
6,1.10008920606601,"SMOTE",1.1,19,0.175889394328889,0.764068804417074
6,1.8438995215311,"Original",1.15,34,0.098291721419185,0.235216819973719
6,1.16000376258113,"Oversampling",1.15,16,0.176221702220286,0.772094035698737
6,1.16238038277512,"Undersampling",1.15,33,0.171856833108129,0.751814725198756
6,1.09988038277512,"Near miss",1.15,41,0.142617828313514,0.819217081850534
6,1.10008920606601,"SMOTE",1.15,19,0.175889394328889,0.764068804417074
6,1.8438995215311,"Original",1.2,34,0.098291721419185,0.235216819973719
6,1.21091908876669,"Oversampling",1.2,20,0.186922735346359,0.76265541740675
6,1.21127392344498,"Undersampling",1.2,33,0.127901735406806,0.273833671399594
6,1.09988038277512,"Near miss",1.2,41,0.142617828313514,0.819217081850534
6,1.10008920606601,"SMOTE",1.2,19,0.175889394328889,0.764068804417074
6,1.8438995215311,"Original",1.25,34,0.098291721419185,0.235216819973719
6,1.26430182489235,"Oversampling",1.25,21,0.150908620578155,0.770710728836578
6,1.26420454545455,"Undersampling",1.25,34,0.153292680558523,0.741168702542093
6,1.25,"Near miss",1.25,33,0.132723042992235,0.76271186440678
6,1.2500760263558,"SMOTE",1.25,36,0.127646396396397,0.767117117117117
7,42.0115384615385,"Original",1,21,0.00538802282988331,0.0125223613595707
7,1.01477146042363,"Oversampling",1,36,0.094874849486332,0.743370993774499
7,1.07438016528926,"Undersampling",1,45,0.121333333333333,0.51
7,1,"Near miss",1,24,0.112980769230769,0.528846153846154
7,1,"SMOTE",1,39,0.0974758056470119,0.857862211032273
7,42.0115384615385,"Original",1.05,21,0.00538802282988331,0.0125223613595707
7,1.06503510140406,"Oversampling",1.05,38,0.08642266824085,0.837780401416765
7,1.11153846153846,"Undersampling",1.05,35,0.0444155844155844,0.127272727272727
7,1.05,"Near miss",1.05,19,0.0649286768322676,0.130841121495327
7,1.05008652182273,"SMOTE",1.05,38,0.0813357855238471,0.8843808630394
7,42.0115384615385,"Original",1.1,21,0.00538802282988331,0.0125223613595707
7,1.11847225066557,"Oversampling",1.1,39,0.0713201068531018,0.839255499153976
7,1.15,"Undersampling",1.1,41,0.109973867595819,0.544642857142857
7,1.1,"Near miss",1.1,29,0.079088895919013,0.137614678899083
7,1.1,"SMOTE",1.1,35,0.0627817745803357,0.464028776978417
7,42.0115384615385,"Original",1.15,21,0.00538802282988331,0.0125223613595707
7,1.16823529411765,"Oversampling",1.15,36,0.0420092638272213,0.165762210162802
7,1.20384615384615,"Undersampling",1.15,36,0.127777777777778,0.565217391304348
7,1.1,"Near miss",1.15,29,0.079088895919013,0.137614678899083
7,1.1,"SMOTE",1.15,35,0.0627817745803357,0.464028776978417
7,42.0115384615385,"Original",1.2,21,0.00538802282988331,0.0125223613595707
7,1.21799732381802,"Oversampling",1.2,35,0.170746247216835,0.822523881347411
7,1.23846153846154,"Undersampling",1.2,28,0.0686813186813187,0.478632478632479
7,1.1,"Near miss",1.2,29,0.079088895919013,0.137614678899083
7,1.1,"SMOTE",1.2,35,0.0627817745803357,0.464028776978417
7,42.0115384615385,"Original",1.25,21,0.00538802282988331,0.0125223613595707
7,1.26555439694126,"Oversampling",1.25,32,0.0961311045768349,0.564817182306316
7,1.28076923076923,"Undersampling",1.25,32,0.0588235294117647,0.579831932773109
7,1.25,"Near miss",1.25,27,0.0974992086103197,0.162393162393162
7,1.25005722133211,"SMOTE",1.25,39,0.090956517202702,0.858850457782299
8,14.8375,"Original",1,14,0.0204282896590589,0.0374753451676529
8,1.00593220338983,"Oversampling",1,36,0.102692713833157,0.503695881731785
8,1.04575163398693,"Undersampling",1,24,0.154569892473118,0.467741935483871
8,1,"Near miss",1,13,0.120192307692308,0.21875
8,1,"SMOTE",1,20,0.099263157894737,0.308421052631579
8,14.8375,"Original",1.05,14,0.0204282896590589,0.0374753451676529
8,1.05230496453901,"Oversampling",1.05,36,0.101761956130888,0.516720604099245
8,1.09375,"Undersampling",1.05,28,0.103411513859275,0.507462686567164
8,1.05,"Near miss",1.05,23,0.101449275362319,0.303030303030303
8,1.05044247787611,"SMOTE",1.05,27,0.114067681489472,0.574973031283711
8,14.8375,"Original",1.1,14,0.0204282896590589,0.0374753451676529
8,1.09958314034275,"Oversampling",1.1,32,0.148627207505519,0.711920529801324
8,1.1375,"Undersampling",1.1,28,0.141304347826087,0.536231884057971
8,1.1,"Near miss",1.1,35,0.126050420168067,0.838235294117647
8,1.10009267840593,"SMOTE",1.1,21,0.157836644591612,0.790286975717439
8,14.8375,"Original",1.15,14,0.0204282896590589,0.0374753451676529
8,1.14409638554217,"Oversampling",1.15,24,0.122050561797753,0.465168539325843
8,1.1875,"Undersampling",1.15,22,0.074025974025974,0.271428571428571
8,1.1,"Near miss",1.15,35,0.126050420168067,0.838235294117647
8,1.10009267840593,"SMOTE",1.15,21,0.157836644591612,0.790286975717439
8,14.8375,"Original",1.2,14,0.0204282896590589,0.0374753451676529
8,1.1929648241206,"Oversampling",1.2,38,0.113281485500693,0.709049255441008
8,1.23125,"Undersampling",1.2,16,0.127604166666667,0.305555555555556
8,1.1,"Near miss",1.2,35,0.126050420168067,0.838235294117647
8,1.10009267840593,"SMOTE",1.2,21,0.157836644591612,0.790286975717439
8,14.8375,"Original",1.25,14,0.0204282896590589,0.0374753451676529
8,1.23839332290037,"Oversampling",1.25,34,0.12939122098199,0.745052386495926
8,1.275,"Undersampling",1.25,23,0.0670289855072464,0.208333333333333
8,1.25,"Near miss",1.25,23,0.0833333333333333,0.472222222222222
8,1.25013164823591,"SMOTE",1.25,26,0.135312640575799,0.735672514619883
9,13.4025974025974,"Original",1,16,0.00394144144144144,0.018018018018018
9,1.0078125,"Oversampling",1,19,0.207204905467552,0.745145631067961
9,1.05479452054795,"Undersampling",1,2,0.05,0.1
9,1,"Near miss",1,3,0.10752688172043,0.161290322580645
9,1,"SMOTE",1,19,0.118516630559449,0.501210653753027
9,13.4025974025974,"Original",1.05,16,0.00394144144144144,0.018018018018018
9,1.05846153846154,"Oversampling",1.05,20,0.22089552238806,0.646766169154229
9,1.1038961038961,"Undersampling",1.05,1,0,0
9,1.03896103896104,"Near miss",1.05,6,0.129032258064516,0.258064516129032
9,1.05091649694501,"SMOTE",1.05,20,0.143688118811881,0.49009900990099
9,13.4025974025974,"Original",1.1,16,0.00394144144144144,0.018018018018018
9,1.1002132196162,"Oversampling",1.1,24,0.144831223628692,0.493670886075949
9,1.16883116883117,"Undersampling",1.1,3,0.117647058823529,0.205882352941176
9,1.09090909090909,"Near miss",1.1,22,0.31129476584022,0.575757575757576
9,1.1002132196162,"SMOTE",1.1,19,0.10219853431046,0.286075949367089
9,13.4025974025974,"Original",1.15,16,0.00394144144144144,0.018018018018018
9,1.14412416851441,"Oversampling",1.15,22,0.115862230552952,0.34020618556701
9,1.22077922077922,"Undersampling",1.15,4,0.114285714285714,0.228571428571429
9,1.09090909090909,"Near miss",1.15,22,0.31129476584022,0.575757575757576
9,1.1002132196162,"SMOTE",1.15,19,0.10219853431046,0.286075949367089
9,13.4025974025974,"Original",1.2,16,0.00394144144144144,0.018018018018018
9,1.19582850521437,"Oversampling",1.2,23,0.141533180778032,0.739473684210526
9,1.25974025974026,"Undersampling",1.2,6,0.101851851851852,0.25
9,1.09090909090909,"Near miss",1.2,22,0.31129476584022,0.575757575757576
9,1.1002132196162,"SMOTE",1.2,19,0.10219853431046,0.286075949367089
9,13.4025974025974,"Original",1.25,16,0.00394144144144144,0.018018018018018
9,1.25242718446602,"Oversampling",1.25,23,0.143641888733053,0.731182795698925
9,1.31168831168831,"Undersampling",1.25,9,0.138888888888889,0.25
9,1.24675324675325,"Near miss",1.25,11,0.101010101010101,0.277777777777778
9,1.25090909090909,"SMOTE",1.25,15,0.154121863799283,0.768817204301075
10,8.76875,"Original",1,21,0.0724969474969475,0.987179487179487
10,1.0129963898917,"Oversampling",1,19,0.166304450533875,0.481149012567325
10,1.04575163398693,"Undersampling",1,24,0.146505376344086,0.67741935483871
10,1,"Near miss",1,17,0.155330882352941,0.234375
10,1,"SMOTE",1,25,0.141960784313725,0.796791443850267
10,8.76875,"Original",1.05,21,0.0724969474969475,0.987179487179487
10,1.05647590361446,"Oversampling",1.05,13,0.15018315018315,0.271062271062271
10,1.09375,"Undersampling",1.05,21,0.0973702914001421,0.164179104477612
10,1.05,"Near miss",1.05,25,0.151515151515152,0.560606060606061
10,1.0501497005988,"SMOTE",1.05,18,0.129359286293593,0.505474452554745
10,8.76875,"Original",1.1,21,0.0724969474969475,0.987179487179487
10,1.10559495665879,"Oversampling",1.1,20,0.290262172284644,0.878277153558052
10,1.1375,"Undersampling",1.1,22,0.10935441370224,0.579710144927536
10,1.1,"Near miss",1.1,10,0.188235294117647,0.808823529411765
10,1.10039215686275,"SMOTE",1.1,24,0.136370716510903,0.805607476635514
10,8.76875,"Original",1.15,21,0.0724969474969475,0.987179487179487
10,1.15663643858203,"Oversampling",1.15,21,0.214513338796322,0.831739961759082
10,1.1875,"Undersampling",1.15,27,0.203703703703704,0.557142857142857
10,1.1,"Near miss",1.15,10,0.188235294117647,0.808823529411765
10,1.10039215686275,"SMOTE",1.15,24,0.136370716510903,0.805607476635514
10,8.76875,"Original",1.2,21,0.0724969474969475,0.987179487179487
10,1.20119863013699,"Oversampling",1.2,18,0.142455685257242,0.776264591439689
10,1.23125,"Undersampling",1.2,19,0.122076023391813,0.291666666666667
10,1.1,"Near miss",1.2,10,0.188235294117647,0.808823529411765
10,1.10039215686275,"SMOTE",1.2,24,0.136370716510903,0.805607476635514
10,8.76875,"Original",1.25,21,0.0724969474969475,0.987179487179487
10,1.25491949910555,"Oversampling",1.25,16,0.12921626984127,0.81547619047619
10,1.275,"Undersampling",1.25,20,0.178472222222222,0.347222222222222
10,1.25,"Near miss",1.25,28,0.209821428571429,0.861111111111111
10,1.25044563279857,"SMOTE",1.25,21,0.191890617633192,0.81980198019802
11,7.19101123595506,"Original",1,22,0.021243361449547,0.0721649484536082
11,1.00946372239748,"Oversampling",1,25,0.15521568627451,0.576470588235294
11,1.04093567251462,"Undersampling",1,22,0.174025974025974,0.514285714285714
11,1,"Near miss",1,30,0.0898148148148148,0.652777777777778
11,1,"SMOTE",1,38,0.0984786184210527,0.47265625
11,7.19101123595506,"Original",1.05,22,0.021243361449547,0.0721649484536082
11,1.05785123966942,"Oversampling",1.05,21,0.196309045706636,0.548192771084337
11,1.08988764044944,"Undersampling",1.05,15,0.131531531531532,0.540540540540541
11,1.04494382022472,"Near miss",1.05,30,0.0707762557077626,0.465753424657534
11,1.05004101722724,"SMOTE",1.05,22,0.0870909090909091,0.236
11,7.19101123595506,"Original",1.1,22,0.021243361449547,0.0721649484536082
11,1.10249784668389,"Oversampling",1.1,22,0.176426845138501,0.478527607361963
11,1.15168539325843,"Undersampling",1.1,12,0.234848484848485,0.363636363636364
11,1.09550561797753,"Near miss",1.1,26,0.115904365904366,0.486486486486487
11,1.1006018916595,"SMOTE",1.1,23,0.102071663554726,0.50920245398773
11,7.19101123595506,"Original",1.15,22,0.021243361449547,0.0721649484536082
11,1.15523465703971,"Oversampling",1.15,24,0.204062064156206,0.556485355648536
11,1.20224719101124,"Undersampling",1.15,13,0.107108081791626,0.253164556962025
11,1.09550561797753,"Near miss",1.15,26,0.115904365904366,0.486486486486487
11,1.1006018916595,"SMOTE",1.15,23,0.102071663554726,0.50920245398773
11,7.19101123595506,"Original",1.2,22,0.021243361449547,0.0721649484536082
11,1.19850187265918,"Oversampling",1.2,24,0.194148936170213,0.570212765957447
11,1.24719101123595,"Undersampling",1.2,16,0.10390625,0.2375
11,1.09550561797753,"Near miss",1.2,26,0.115904365904366,0.486486486486487
11,1.1006018916595,"SMOTE",1.2,23,0.102071663554726,0.50920245398773
11,7.19101123595506,"Original",1.25,22,0.021243361449547,0.0721649484536082
11,1.25613346418057,"Oversampling",1.25,24,0.148007246376812,0.528260869565217
11,1.29213483146067,"Undersampling",1.25,22,0.158536585365854,0.231707317073171
11,1.24719101123595,"Near miss",1.25,14,0.10625,0.1875
11,1.25,"SMOTE",1.25,27,0.118840579710145,0.467391304347826
12,2.40731399747793,"Original",1,24,0.129158964879852,0.802218114602588
12,1.01112288135593,"Oversampling",1,19,0.150242382271468,0.826315789473684
12,1.01019108280255,"Undersampling",1,18,0.102482831484416,0.312202852614897
12,1,"Near miss",1,14,0.160938903863432,0.283018867924528
12,1,"SMOTE",1,22,0.276534983341266,0.992801047120419
12,2.40731399747793,"Original",1.05,24,0.129158964879852,0.802218114602588
12,1.06232609905398,"Oversampling",1.05,19,0.09365794797175,0.212407282535401
12,1.04854981084489,"Undersampling",1.05,35,0.166732499451393,0.772657450076805
12,1.04981084489281,"Near miss",1.05,18,0.110855094726062,0.235023041474654
12,1.05005500550055,"SMOTE",1.05,17,0.117804762655732,0.53083109919571
12,2.40731399747793,"Original",1.1,24,0.129158964879852,0.802218114602588
12,1.1131195335277,"Oversampling",1.1,20,0.210034482758621,0.982068965517241
12,1.09899117276166,"Undersampling",1.1,22,0.17970242970243,0.798798798798799
12,1.09962168978562,"Near miss",1.1,24,0.206021989005497,0.76911544227886
12,1.10028818443804,"SMOTE",1.1,21,0.14896466131034,0.777777777777778
12,2.40731399747793,"Original",1.15,24,0.129158964879852,0.802218114602588
12,1.16366961292289,"Oversampling",1.15,14,0.102141349150498,0.213230119634061
12,1.14880201765448,"Undersampling",1.15,17,0.151408147446387,0.420204978038067
12,1.09962168978562,"Near miss",1.15,24,0.206021989005497,0.76911544227886
12,1.10028818443804,"SMOTE",1.15,21,0.14896466131034,0.777777777777778
12,2.40731399747793,"Original",1.2,24,0.129158964879852,0.802218114602588
12,1.21129441624365,"Oversampling",1.2,17,0.152899009065992,0.840860215053763
12,1.19735182849937,"Undersampling",1.2,24,0.190877570540411,0.804878048780488
12,1.09962168978562,"Near miss",1.2,24,0.206021989005497,0.76911544227886
12,1.10028818443804,"SMOTE",1.2,21,0.14896466131034,0.777777777777778
12,2.40731399747793,"Original",1.25,24,0.129158964879852,0.802218114602588
12,1.25633432050016,"Oversampling",1.25,17,0.112973760932944,0.260932944606414
12,1.2452711223203,"Undersampling",1.25,19,0.143110585452395,0.221910112359551
12,1.24968474148802,"Near miss",1.25,21,0.150193410697612,0.785714285714286
12,1.25016371971185,"SMOTE",1.25,20,0.120545454545455,0.48
13,1.96348314606742,"Original",1,38,0.110902255639098,0.695238095238095
13,1.01895043731778,"Oversampling",1,20,0.178597122302158,0.248201438848921
13,1.02593659942363,"Undersampling",1,23,0.137783221065524,0.676056338028169
13,1,"Near miss",1,22,0.173235855054037,0.531468531468531
13,1,"SMOTE",1,17,0.158193277310924,0.25
13,1.96348314606742,"Original",1.05,38,0.110902255639098,0.695238095238095
13,1.06231003039514,"Oversampling",1.05,29,0.162778904665314,0.74264705882353
13,1.06460674157303,"Undersampling",1.05,16,0.109375,0.317567567567568
13,1.04775280898876,"Near miss",1.05,25,0.182585034013605,0.91156462585034
13,1.05112781954887,"SMOTE",1.05,21,0.178266178266178,0.355311355311355
13,1.96348314606742,"Original",1.1,38,0.110902255639098,0.695238095238095
13,1.1042654028436,"Oversampling",1.1,18,0.16687552213868,0.281954887218045
13,1.1123595505618,"Undersampling",1.1,19,0.227953990937609,0.71523178807947
13,1.09831460674157,"Near miss",1.1,21,0.255439924314097,0.788079470198676
13,1.1007874015748,"SMOTE",1.1,23,0.106497313141182,0.280898876404494
13,1.96348314606742,"Original",1.15,38,0.110902255639098,0.695238095238095
13,1.1592039800995,"Oversampling",1.15,17,0.161370295244535,0.708812260536398
13,1.17415730337079,"Undersampling",1.15,19,0.184547908232119,0.615384615384615
