"data_id","balancing_method","imbalanced_ratio","resampling_ratio","rashomon_set_size","auc","f1","bacc","obscurity","discrepancy"
9,"Undersampling",1.16883116883117,1.1,3,0.84375,0.8,NA,0.117647058823529,0.205882352941176
9,"Near miss",1.09090909090909,1.1,22,0.803308823529412,0.8125,NA,0.31129476584022,0.575757575757576
9,"SMOTE",1.1002132196162,1.1,19,0.997533148319457,0.98421052631579,NA,0.10219853431046,0.286075949367089
10,"Original",8.76875,1.1,21,0.902455357142858,NA,NA,0.00394144144144144,0.018018018018018
10,"Oversampling",1.10559495665879,1.1,20,0.996857424071991,0.961832061068702,NA,0.115862230552952,0.34020618556701
10,"Undersampling",1.1375,1.1,22,0.871621621621622,0.828571428571429,NA,0.114285714285714,0.228571428571429
10,"Near miss",1.1,1.1,10,0.897569444444444,0.794117647058823,NA,0.31129476584022,0.575757575757576
10,"SMOTE",1.10039215686275,1.1,24,0.986694677871148,0.943025540275049,NA,0.10219853431046,0.286075949367089
11,"Original",7.19101123595506,1.1,22,0.934933035714286,NA,NA,0.00394144144144144,0.018018018018018
11,"Oversampling",1.10249784668389,1.1,22,0.995339324034335,0.972631578947369,NA,0.141533180778032,0.739473684210526
11,"Undersampling",1.15168539325843,1.1,12,0.926151761517615,0.868421052631579,NA,0.101851851851852,0.25
11,"Near miss",1.09550561797753,1.1,26,0.96043956043956,0.931506849315068,NA,0.31129476584022,0.575757575757576
11,"SMOTE",1.1006018916595,1.1,23,0.993562231759657,0.966386554621849,NA,0.10219853431046,0.286075949367089
12,"Original",2.40731399747793,1.1,24,0.956678685501664,NA,0.5,0.00394144144144144,0.018018018018018
12,"Oversampling",1.1131195335277,1.1,20,0.982826881687605,0.936530324400564,0.5,0.143641888733053,0.731182795698925
12,"Undersampling",1.09899117276166,1.1,22,0.948510807489337,0.87987987987988,0.5,0.138888888888889,0.25
12,"Near miss",1.09962168978562,1.1,24,0.950852390477735,0.885844748858447,0.5,0.101010101010101,0.277777777777778
12,"SMOTE",1.10028818443804,1.1,21,0.97307795313608,0.918994413407821,0.5,0.154121863799283,0.768817204301075
13,"Original",1.96348314606742,1.1,38,0.946020408163265,NA,0.5,0.0724969474969475,0.987179487179487
13,"Oversampling",1.1042654028436,1.1,18,0.96984126984127,0.924302788844621,0.5,0.166304450533875,0.481149012567325
13,"Undersampling",1.1123595505618,1.1,19,0.941631504922644,0.857142857142857,0.5,0.146505376344086,0.67741935483871
13,"Near miss",1.09831460674157,1.1,21,0.949191279887482,0.881118881118881,0.5,0.155330882352941,0.234375
13,"SMOTE",1.1007874015748,1.1,23,0.960573678290213,0.893280632411067,0.5,0.141960784313725,0.796791443850267
14,"Original",1.53778268063982,1.1,40,0.984418969756213,NA,0.941371189904914,0.0724969474969475,0.987179487179487
14,"Oversampling",1.1015408929277,1.1,38,0.990514212711593,0.96165191740413,0.959306575818872,0.15018315018315,0.271062271062271
14,"Undersampling",1.09542195256481,1.1,31,0.985067066358572,0.955801104972376,0.956432888537308,0.0973702914001421,0.164179104477612
14,"Near miss",1.09983452840596,1.1,25,0.984920980136288,0.951856946354883,0.954027631061124,0.151515151515152,0.560606060606061
14,"SMOTE",1.10023677979479,1.1,31,0.990710695425332,0.958984375,0.960923416258404,0.129359286293593,0.505474452554745
15,"Original",5.07101449275362,1.1,17,0.87265010351967,0.537585421412301,0.6976966873706,0.0724969474969475,0.987179487179487
15,"Oversampling",1.11082474226804,1.1,21,0.996220542463317,0.96,0.96242774566474,0.290262172284644,0.878277153558052
15,"Undersampling",1.13978494623656,1.1,41,0.822124450031427,NA,0.785355122564425,0.10935441370224,0.579710144927536
15,"Near miss",1.09677419354839,1.1,20,0.864189189189189,0.826666666666667,0.803378378378378,0.188235294117647,0.808823529411765
15,"SMOTE",1.10089399744572,1.1,27,0.978027271379873,0.926984126984127,0.930376463613458,0.136370716510903,0.805607476635514
16,"Original",1.88410104011887,1.1,44,1,NA,NA,0.0724969474969475,0.987179487179487
16,"Oversampling",1.10165073848827,1.1,42,1,1,NA,0.214513338796322,0.831739961759082
16,"Undersampling",1.11144130757801,1.1,40,1,1,NA,0.203703703703704,0.557142857142857
16,"Near miss",1.09955423476969,1.1,40,1,1,NA,0.188235294117647,0.808823529411765
16,"SMOTE",1.10069444444444,1.1,41,1,1,NA,0.136370716510903,0.805607476635514
17,"Original",12.2933333333333,1.1,39,0.952077687443541,NA,0.758536585365854,0.0724969474969475,0.987179487179487
17,"Oversampling",1.09827278141751,1.1,23,0.999209575429088,0.981021897810219,0.976964769647696,0.142455685257242,0.776264591439689
17,"Undersampling",1.14,1.1,42,0.914285714285714,NA,0.878571428571429,0.122076023391813,0.291666666666667
17,"Near miss",1.1,1.1,22,0.956565656565657,0.878787878787879,0.877272727272727,0.188235294117647,0.808823529411765
17,"SMOTE",1.10023866348449,1.1,24,0.997330300683959,0.969521044992743,0.950421022067364,0.136370716510903,0.805607476635514
18,"Original",17.5402298850575,1.1,22,0.99159594627997,NA,0.5,0.0724969474969475,0.987179487179487
18,"Oversampling",1.1160409556314,1.1,38,0.999180890276529,NA,NA,0.12921626984127,0.81547619047619
18,"Undersampling",1.14942528735632,1.1,21,0.990566037735849,NA,0.5,0.178472222222222,0.347222222222222
18,"Near miss",1.09961685823755,1.1,41,0.984547820429408,0.933333333333333,0.5,0.209821428571429,0.861111111111111
18,"SMOTE",1.10021629416006,1.1,34,0.998069533490252,0.991023339317774,0.5,0.191890617633192,0.81980198019802
19,"Original",25.7650273224044,1.1,18,0.870439368318475,NA,0.658450603307443,0.021243361449547,0.0721649484536082
19,"Oversampling",1.11518448438978,1.1,25,1,0.994124559341951,0.994697773064687,0.15521568627451,0.576470588235294
19,"Undersampling",1.13661202185792,1.1,12,0.891891891891892,0.810126582278481,0.810481212920237,0.174025974025974,0.514285714285714
19,"Near miss",1.0983606557377,1.1,21,0.95945945945946,0.916666666666667,0.920945945945946,0.0898148148148148,0.652777777777778
19,"SMOTE",1.10009332711153,1.1,15,0.998557645959555,0.98320787492762,0.975724699478676,0.0984786184210527,0.47265625
20,"Original",28.0980392156863,1.1,21,0.968292682926829,NA,0.691289198606272,0.021243361449547,0.0721649484536082
20,"Oversampling",1.10315627405697,1.1,31,1,0.994263862332696,0.993031358885018,0.196309045706636,0.548192771084337
20,"Undersampling",1.11764705882353,1.1,21,0.880165289256198,0.88,0.818181818181818,0.131531531531532,0.540540540540541
20,"Near miss",1.09803921568627,1.1,33,0.738636363636364,0.769230769230769,0.746212121212121,0.0707762557077626,0.465753424657534
20,"SMOTE",1.10061443932412,1.1,36,0.999425954850682,0.990512333965844,0.986062717770035,0.0870909090909091,0.236
21,"Original",12.5786516853933,1.1,11,0.646159582401193,NA,0.5,0.021243361449547,0.0721649484536082
21,"Oversampling",1.09647404505387,1.1,17,1,1,1,0.176426845138501,0.478527607361963
21,"Undersampling",1.15168539325843,1.1,19,0.700542005420054,0.666666666666667,0.67310298102981,0.234848484848485,0.363636363636364
21,"Near miss",1.09550561797753,1.1,2,0.738095238095238,0.704225352112676,0.642124542124542,0.115904365904366,0.486486486486487
21,"SMOTE",1.1002457002457,1.1,11,0.99954927471706,0.981905910735826,0.977098208641833,0.102071663554726,0.50920245398773
1,"Original",129.53125,1.15,3,0.803679131483716,NA,0.5,0.021243361449547,0.0721649484536082
1,"Oversampling",1.16334549536907,1.15,36,1,0.999299229152067,0.998793727382388,0.204062064156206,0.556485355648536
1,"Undersampling",1.125,1.15,5,0.848214285714286,0.75,0.741071428571429,0.107108081791626,0.253164556962025
1,"Near miss",1.09375,1.15,2,1,0.923076923076923,0.785714285714286,0.115904365904366,0.486486486486487
1,"SMOTE",1.10005307855626,1.15,36,0.999552047303805,0.987458745874587,0.982089091391949,0.102071663554726,0.50920245398773
2,"Original",9.68286445012788,1.15,38,0.854789419191076,NA,0.608379813633479,0.021243361449547,0.0721649484536082
2,"Oversampling",1.16277641277641,1.15,14,0.996446897712741,0.955311355311355,0.950329410622076,0.194148936170213,0.570212765957447
2,"Undersampling",1.17391304347826,1.15,23,0.864887176664832,0.797687861271676,0.779168959823886,0.10390625,0.2375
2,"Near miss",1.0997442455243,1.15,19,0.848690020606417,0.802325581395349,0.780762437444804,0.115904365904366,0.486486486486487
2,"SMOTE",1.10026155187446,1.15,15,0.980278195373382,0.925739005046864,0.913262410259557,0.102071663554726,0.50920245398773
3,"Original",6.07213578500707,1.15,39,0.90961484857926,NA,0.873878896194396,0.021243361449547,0.0721649484536082
3,"Oversampling",1.16121179334596,1.15,18,0.992082245225432,0.983096686950642,0.973774502092314,0.148007246376812,0.528260869565217
3,"Undersampling",1.15983026874116,1.15,33,0.948771899690826,0.910394265232975,0.916222947440742,0.158536585365854,0.231707317073171
3,"Near miss",1.0990099009901,1.15,34,0.946394031500416,0.918149466192171,0.919084461637653,0.10625,0.1875
3,"SMOTE",1.10020502306509,1.15,21,0.992442775355999,0.971539456662354,0.970909093626198,0.118840579710145,0.467391304347826
4,"Original",4.16856600189934,1.15,22,0.767148382256098,NA,NA,0.129158964879852,0.802218114602588
4,"Oversampling",1.16668882094909,1.15,6,0.939143818251993,0.868706182281708,NA,0.150242382271468,0.826315789473684
4,"Undersampling",1.14693295292439,1.15,28,0.748489567419995,NA,NA,0.102482831484416,0.312202852614897
4,"Near miss",1.09985734664765,1.15,42,0.756893747787588,NA,NA,0.160938903863432,0.283018867924528
4,"SMOTE",1.10001253289886,1.15,16,0.933182246627764,0.858812074001948,NA,0.276534983341266,0.992801047120419
5,"Original",5.46932515337423,1.15,27,0.834712672947966,NA,NA,0.129158964879852,0.802218114602588
5,"Oversampling",1.14958091553836,1.15,15,0.984643375034901,0.938967136150235,NA,0.09365794797175,0.212407282535401
5,"Undersampling",1.17484662576687,1.15,41,0.74055944055944,NA,NA,0.166732499451393,0.772657450076805
5,"Near miss",1.09815950920245,1.15,34,0.804594017094017,0.746835443037975,NA,0.110855094726062,0.235023041474654
5,"SMOTE",1.10061728395062,1.15,18,0.953197945845006,0.912225705329154,NA,0.117804762655732,0.53083109919571
6,"Original",1.8438995215311,1.15,34,0.938251587623295,NA,NA,0.129158964879852,0.802218114602588
6,"Oversampling",1.16000376258113,1.15,16,0.97176705240723,0.920649870496821,NA,0.210034482758621,0.982068965517241
6,"Undersampling",1.16238038277512,1.15,33,0.934550055513101,0.849122807017544,NA,0.17970242970243,0.798798798798799
6,"Near miss",1.09988038277512,1.15,41,0.933156845064019,0.849788705339992,NA,0.206021989005497,0.76911544227886
6,"SMOTE",1.10008920606601,1.15,19,0.948356033812245,0.872504537205082,NA,0.14896466131034,0.777777777777778
7,"Original",42.0115384615385,1.15,21,0.971462031558189,NA,0.815018315018315,0.129158964879852,0.802218114602588
7,"Oversampling",1.16823529411765,1.15,36,0.994969001586649,0.983225108225108,0.983768437444908,0.102141349150498,0.213230119634061
7,"Undersampling",1.20384615384615,1.15,36,0.963980463980464,NA,0.902625152625152,0.151408147446387,0.420204978038067
7,"Near miss",1.1,1.15,29,0.935391363022942,0.893203883495146,0.898448043184885,0.206021989005497,0.76911544227886
7,"SMOTE",1.1,1.15,35,0.994295000903764,0.98093058733791,0.976355090025785,0.14896466131034,0.777777777777778
8,"Original",14.8375,1.15,14,0.92546052631579,NA,0.5,0.129158964879852,0.802218114602588
8,"Oversampling",1.14409638554217,1.15,24,1,0.992822966507177,NA,0.152899009065992,0.840860215053763
8,"Undersampling",1.1875,1.15,22,0.978618421052632,0.925373134328358,0.5,0.190877570540411,0.804878048780488
8,"Near miss",1.1,1.15,35,0.897569444444444,0.869565217391304,0.5,0.206021989005497,0.76911544227886
8,"SMOTE",1.10009267840593,1.15,21,0.999345463426548,0.978335233751425,0.5,0.14896466131034,0.777777777777778
9,"Original",13.4025974025974,1.15,16,0.805797101449275,NA,NA,0.129158964879852,0.802218114602588
9,"Oversampling",1.14412416851441,1.15,22,0.999519577227961,0.994505494505495,NA,0.112973760932944,0.260932944606414
9,"Undersampling",1.22077922077922,1.15,4,0.883223684210526,0.82051282051282,NA,0.143110585452395,0.221910112359551
9,"Near miss",1.09090909090909,1.15,22,0.803308823529412,0.8125,NA,0.150193410697612,0.785714285714286
9,"SMOTE",1.1002132196162,1.15,19,0.997533148319457,0.98421052631579,NA,0.120545454545455,0.48
10,"Original",8.76875,1.15,21,0.902455357142858,NA,NA,0.110902255639098,0.695238095238095
10,"Oversampling",1.15663643858203,1.15,21,0.998794826572604,0.966202783300199,NA,0.178597122302158,0.248201438848921
10,"Undersampling",1.1875,1.15,27,0.826480263157895,NA,NA,0.137783221065524,0.676056338028169
10,"Near miss",1.1,1.15,10,0.897569444444444,0.794117647058823,NA,0.173235855054037,0.531468531468531
10,"SMOTE",1.10039215686275,1.15,24,0.986694677871148,0.943025540275049,NA,0.158193277310924,0.25
11,"Original",7.19101123595506,1.15,22,0.934933035714286,NA,NA,0.110902255639098,0.695238095238095
11,"Oversampling",1.15523465703971,1.15,24,0.997483811936937,0.96943231441048,NA,0.162778904665314,0.74264705882353
11,"Undersampling",1.20224719101124,1.15,13,0.9328165374677,0.921052631578947,NA,0.109375,0.317567567567568
11,"Near miss",1.09550561797753,1.15,26,0.96043956043956,0.931506849315068,NA,0.182585034013605,0.91156462585034
11,"SMOTE",1.1006018916595,1.15,23,0.993562231759657,0.966386554621849,NA,0.178266178266178,0.355311355311355
12,"Original",2.40731399747793,1.15,24,0.956678685501664,NA,0.5,0.110902255639098,0.695238095238095
12,"Oversampling",1.16366961292289,1.15,14,0.979458031509241,0.93560325684678,0.5,0.16687552213868,0.281954887218045
12,"Undersampling",1.14880201765448,1.15,17,0.949207374859998,0.877138413685848,0.5,0.227953990937609,0.71523178807947
12,"Near miss",1.09962168978562,1.15,24,0.950852390477735,0.885844748858447,0.5,0.255439924314097,0.788079470198676
12,"SMOTE",1.10028818443804,1.15,21,0.97307795313608,0.918994413407821,0.5,0.106497313141182,0.280898876404494
13,"Original",1.96348314606742,1.15,38,0.946020408163265,NA,0.5,0.110902255639098,0.695238095238095
13,"Oversampling",1.1592039800995,1.15,17,0.973258559622196,0.900826446280992,0.5,0.161370295244535,0.708812260536398
13,"Undersampling",1.17415730337079,1.15,19,0.943121693121693,0.847222222222222,0.5,0.184547908232119,0.615384615384615
13,"Near miss",1.09831460674157,1.15,21,0.949191279887482,0.881118881118881,0.5,0.255439924314097,0.788079470198676
13,"SMOTE",1.1007874015748,1.15,23,0.960573678290213,0.893280632411067,0.5,0.106497313141182,0.280898876404494
14,"Original",1.53778268063982,1.15,40,0.984418969756213,NA,0.941371189904914,0.110902255639098,0.695238095238095
14,"Oversampling",1.14874330449114,1.15,31,0.994581249907813,NA,0.966912252754547,0.107254901960784,0.219607843137255
14,"Undersampling",1.146166574738,1.15,39,0.986727018571524,0.954230235783634,0.957065832390335,0.189386562804284,0.943037974683544
14,"Near miss",1.09983452840596,1.15,25,0.984920980136288,0.951856946354883,0.954027631061124,0.255439924314097,0.788079470198676
14,"SMOTE",1.10023677979479,1.15,31,0.990710695425332,0.958984375,0.960923416258404,0.106497313141182,0.280898876404494
15,"Original",5.07101449275362,1.15,17,0.87265010351967,0.537585421412301,0.6976966873706,0.110902255639098,0.695238095238095
15,"Oversampling",1.16644113667118,1.15,15,0.99293079206374,0.941558441558441,0.937841743477582,0.134643838511943,0.72289156626506
15,"Undersampling",1.20430107526882,1.15,20,0.812912912912913,0.714285714285714,0.748948948948949,0.119793348401679,0.269938650306748
15,"Near miss",1.09677419354839,1.15,20,0.864189189189189,0.826666666666667,0.803378378378378,0.128242601388381,0.428571428571429
15,"SMOTE",1.10089399744572,1.15,27,0.978027271379873,0.926984126984127,0.930376463613458,0.149891774891775,0.555555555555556
16,"Original",1.88410104011887,1.15,44,1,NA,NA,0.102741585233442,0.614549402823019
16,"Oversampling",1.15272727272727,1.15,39,1,1,NA,0.12048347691912,0.793879387938794
16,"Undersampling",1.16641901931649,1.15,36,1,NA,NA,0.106830870279146,0.216551724137931
16,"Near miss",1.09955423476969,1.15,40,1,1,NA,0.100515645970191,0.497245179063361
16,"SMOTE",1.10069444444444,1.15,41,1,1,NA,0.089336917562724,0.497311827956989
17,"Original",12.2933333333333,1.15,39,0.952077687443541,NA,0.758536585365854,0.102741585233442,0.614549402823019
17,"Oversampling",1.14747977598009,1.15,28,0.999527222686557,NA,0.978319783197832,0.119022612796056,0.773271889400922
17,"Undersampling",1.18666666666667,1.15,27,0.919444444444445,NA,0.866666666666667,0.064790760274187,0.234185733512786
17,"Near miss",1.1,1.15,22,0.956565656565657,0.878787878787879,0.877272727272727,0.0780184952025355,0.271870794078062
17,"SMOTE",1.10023866348449,1.15,24,0.997330300683959,0.969521044992743,0.950421022067364,0.0635400568881722,0.20752984389348
18,"Original",17.5402298850575,1.15,22,0.99159594627997,NA,0.5,0.102741585233442,0.614549402823019
18,"Oversampling",1.16429298067141,1.15,36,0.999481891878395,NA,NA,0.0871911670050008,0.527751646284102
18,"Undersampling",1.20689655172414,1.15,22,0.980533093740641,0.946428571428572,NA,0.137903225806452,0.83421052631579
18,"Near miss",1.09961685823755,1.15,41,0.984547820429408,0.933333333333333,0.5,0.122782152230971,0.770341207349081
18,"SMOTE",1.10021629416006,1.15,34,0.998069533490252,0.991023339317774,0.5,0.0821141905194609,0.835680751173709
19,"Original",25.7650273224044,1.15,18,0.870439368318475,NA,0.658450603307443,0.102741585233442,0.614549402823019
19,"Oversampling",1.16592482690406,1.15,37,1,0.993239090350338,0.994167550371156,0.0927882832777158,0.481800766283525
19,"Undersampling",1.19672131147541,1.15,13,0.921433060967945,0.873239436619718,0.874292897548712,0.140811140811141,0.782496782496782
19,"Near miss",1.0983606557377,1.15,21,0.95945945945946,0.916666666666667,0.920945945945946,0.122782152230971,0.770341207349081
19,"SMOTE",1.10009332711153,1.15,15,0.998557645959555,0.98320787492762,0.975724699478676,0.0821141905194609,0.835680751173709
20,"Original",28.0980392156863,1.15,21,0.968292682926829,NA,0.691289198606272,0.102741585233442,0.614549402823019
20,"Oversampling",1.15938511326861,1.15,38,1,NA,0.993031358885018,0.0850281425891182,0.538536585365854
20,"Undersampling",1.17647058823529,1.15,26,0.966666666666667,0.869565217391304,0.875,0.11476300421024,0.82537688442211
20,"Near miss",1.09803921568627,1.15,33,0.738636363636364,0.769230769230769,0.746212121212121,0.122782152230971,0.770341207349081
20,"SMOTE",1.10061443932412,1.15,36,0.999425954850682,0.990512333965844,0.986062717770035,0.0821141905194609,0.835680751173709
21,"Original",12.5786516853933,1.15,11,0.646159582401193,NA,0.5,0.102741585233442,0.614549402823019
21,"Oversampling",1.14176440591535,1.15,21,0.998070256331433,0.998726114649682,0.998727735368957,0.0986150329433911,0.54228855721393
21,"Undersampling",1.20224719101124,1.15,14,0.660852713178295,0.579710144927536,0.643087855297158,0.128912931068772,0.808877928483354
21,"Near miss",1.09550561797753,1.15,2,0.738095238095238,0.704225352112676,0.642124542124542,0.0837254901960784,0.420343137254902
21,"SMOTE",1.1002457002457,1.15,11,0.99954927471706,0.981905910735826,0.977098208641833,0.0782109656611649,0.547808764940239
1,"Original",129.53125,1.2,3,0.803679131483716,NA,0.5,0.051944405447143,0.0978520286396181
1,"Oversampling",1.21234279028956,1.2,35,1,NA,0.998793727382388,0.139779721412374,0.443148688046647
1,"Undersampling",1.1875,1.2,2,0.948979591836735,0.923076923076923,0.785714285714286,0.183300717547293,0.684931506849315
1,"Near miss",1.09375,1.2,2,1,0.923076923076923,0.785714285714286,0.154440154440154,0.337837837837838
1,"SMOTE",1.10005307855626,1.2,36,0.999552047303805,0.987458745874587,0.982089091391949,0.211329479768786,0.734104046242775
2,"Original",9.68286445012788,1.2,38,0.854789419191076,NA,0.608379813633479,0.051944405447143,0.0978520286396181
2,"Oversampling",1.20804084237396,1.2,15,0.997733900594615,0.948484848484848,0.948105902799695,0.279719051799824,0.686567164179104
2,"Undersampling",1.21739130434783,1.2,30,0.864912974683544,0.807017543859649,0.818763185654009,0.145021645021645,0.298701298701299
2,"Near miss",1.0997442455243,1.2,19,0.848690020606417,0.802325581395349,0.780762437444804,0.212550607287449,0.578947368421053
2,"SMOTE",1.10026155187446,1.2,15,0.980278195373382,0.925739005046864,0.913262410259557,0.11557082617523,0.338278931750742
3,"Original",6.07213578500707,1.2,39,0.90961484857926,NA,0.873878896194396,0.051944405447143,0.0978520286396181
3,"Oversampling",1.21031857908091,1.2,22,0.997115053534244,NA,0.979570086409025,0.195252569112751,0.364741641337386
3,"Undersampling",1.20933521923621,1.2,21,0.924388435878429,NA,0.885656041512231,0.184146341463415,0.65
3,"Near miss",1.0990099009901,1.2,34,0.946394031500416,0.918149466192171,0.919084461637653,0.148051948051948,0.311688311688312
3,"SMOTE",1.10020502306509,1.2,21,0.992442775355999,0.971539456662354,0.970909093626198,0.10064167510976,0.240121580547112
4,"Original",4.16856600189934,1.2,22,0.767148382256098,NA,NA,0.051944405447143,0.0978520286396181
4,"Oversampling",1.21750589540852,1.2,7,0.948567266104084,0.869274490137078,NA,0.26417445482866,0.632398753894081
4,"Undersampling",1.19400855920114,1.2,38,0.744047619047619,NA,NA,0.222560975609756,0.585365853658537
4,"Near miss",1.09985734664765,1.2,42,0.756893747787588,NA,NA,0.148051948051948,0.311688311688312
4,"SMOTE",1.10001253289886,1.2,16,0.933182246627764,0.858812074001948,NA,0.10064167510976,0.240121580547112
5,"Original",5.46932515337423,1.2,27,0.834712672947966,NA,NA,0.051944405447143,0.0978520286396181
5,"Oversampling",1.19104876419506,1.2,11,0.98133835473989,0.9185667752443,NA,0.120082427875609,0.369426751592357
5,"Undersampling",1.2239263803681,1.2,39,0.81875,NA,NA,0.219461697722567,0.714285714285714
5,"Near miss",1.09815950920245,1.2,34,0.804594017094017,0.746835443037975,NA,0.148051948051948,0.311688311688312
5,"SMOTE",1.10061728395062,1.2,18,0.953197945845006,0.912225705329154,NA,0.10064167510976,0.240121580547112
6,"Original",1.8438995215311,1.2,34,0.938251587623295,NA,NA,0.051944405447143,0.0978520286396181
6,"Oversampling",1.21091908876669,1.2,20,0.969796403343974,0.91899852724595,NA,0.16468253968254,0.688311688311688
6,"Undersampling",1.21127392344498,1.2,33,0.92896316437632,0.842146189735614,NA,0.275397796817625,0.558139534883721
6,"Near miss",1.09988038277512,1.2,41,0.933156845064019,0.849788705339992,NA,0.200793650793651,0.333333333333333
6,"SMOTE",1.10008920606601,1.2,19,0.948356033812245,0.872504537205082,NA,0.242095391211147,0.80064308681672
7,"Original",42.0115384615385,1.2,21,0.971462031558189,NA,0.815018315018315,0.0532450796626055,0.40979381443299
7,"Oversampling",1.21799732381802,1.2,35,0.996000353232795,NA,0.987298932951107,0.0722425722425723,0.503968253968254
7,"Undersampling",1.23846153846154,1.2,28,0.929142011834319,NA,0.878846153846154,0.0461087420042644,0.402985074626866
7,"Near miss",1.1,1.2,29,0.935391363022942,0.893203883495146,0.898448043184885,0.0463387222270251,0.486988847583643
7,"SMOTE",1.1,1.2,35,0.994295000903764,0.98093058733791,0.976355090025785,0.106454087223318,0.500986193293886
8,"Original",14.8375,1.2,14,0.92546052631579,NA,0.5,0.0532450796626055,0.40979381443299
8,"Oversampling",1.1929648241206,1.2,38,1,0.992518703241895,NA,0.0269223676931588,0.415821501014199
8,"Undersampling",1.23125,1.2,16,0.903125,0.782608695652174,0.5,0.102505196368012,0.490974729241877
8,"Near miss",1.1,1.2,35,0.897569444444444,0.869565217391304,0.5,0.0457867394558423,0.288808664259928
8,"SMOTE",1.10009267840593,1.2,21,0.999345463426548,0.978335233751425,0.5,0.0590785907859079,0.488888888888889
9,"Original",13.4025974025974,1.2,16,0.805797101449275,NA,NA,0.0532450796626055,0.40979381443299
9,"Oversampling",1.19582850521437,1.2,23,0.99991622685767,NA,NA,0.0501330967169476,0.476190476190476
9,"Undersampling",1.25974025974026,1.2,6,0.8515625,0.833333333333333,NA,0.05,0.473684210526316
9,"Near miss",1.09090909090909,1.2,22,0.803308823529412,0.8125,NA,0.0643992932862191,0.484098939929329
9,"SMOTE",1.1002132196162,1.2,19,0.997533148319457,0.98421052631579,NA,0.0756956016765137,0.472049689440994
10,"Original",8.76875,1.2,21,0.902455357142858,NA,NA,0.0532450796626055,0.40979381443299
10,"Oversampling",1.20119863013699,1.2,18,0.998962148962149,0.966942148760331,NA,0.0710684664173036,0.465116279069767
10,"Undersampling",1.23125,1.2,19,0.82578125,0.771428571428571,NA,0.0839060710194731,0.481099656357388
10,"Near miss",1.1,1.2,10,0.897569444444444,0.794117647058823,NA,0.0643992932862191,0.484098939929329
10,"SMOTE",1.10039215686275,1.2,24,0.986694677871148,0.943025540275049,NA,0.0756956016765137,0.472049689440994
11,"Original",7.19101123595506,1.2,22,0.934933035714286,NA,NA,0.0532450796626055,0.40979381443299
11,"Oversampling",1.19850187265918,1.2,24,0.996331045560748,NA,NA,0.0686160298229263,0.396551724137931
11,"Undersampling",1.24719101123595,1.2,16,0.906565656565656,0.837837837837838,NA,0.0761942360836952,0.456375838926175
11,"Near miss",1.09550561797753,1.2,26,0.96043956043956,0.931506849315068,NA,0.0643992932862191,0.484098939929329
11,"SMOTE",1.1006018916595,1.2,23,0.993562231759657,0.966386554621849,NA,0.0756956016765137,0.472049689440994
12,"Original",2.40731399747793,1.2,24,0.956678685501664,NA,0.5,0.0532450796626055,0.40979381443299
12,"Oversampling",1.21129441624365,1.2,17,0.97513089005235,0.927018633540373,0.5,0.112781954887218,0.441758241758242
12,"Undersampling",1.19735182849937,1.2,24,0.952843267474681,0.884080370942813,0.5,0.0597861842105263,0.444078947368421
12,"Near miss",1.09962168978562,1.2,24,0.950852390477735,0.885844748858447,0.5,0.0891957616814313,0.438943894389439
12,"SMOTE",1.10028818443804,1.2,21,0.97307795313608,0.918994413407821,0.5,0.0768652400231347,0.43956043956044
13,"Original",1.96348314606742,1.2,38,0.946020408163265,NA,0.5,0.0265407107512371,0.167919799498747
13,"Oversampling",1.21565217391304,1.2,20,0.975527950310558,0.936170212765957,0.5,0.130393487109905,0.921302578018996
13,"Undersampling",1.21629213483146,1.2,26,0.943823862716529,0.857142857142857,0.5,0.0766101694915254,0.661016949152542
13,"Near miss",1.09831460674157,1.2,21,0.949191279887482,0.881118881118881,0.5,0.0957364341085271,0.566666666666667
13,"SMOTE",1.1007874015748,1.2,23,0.960573678290213,0.893280632411067,0.5,0.0685775667118952,0.139755766621438
14,"Original",1.53778268063982,1.2,40,0.984418969756213,NA,0.941371189904914,0.0265407107512371,0.167919799498747
14,"Oversampling",1.19400428265525,1.2,39,0.988759948730937,0.956429330499469,0.956709109468659,0.089,0.136111111111111
14,"Undersampling",1.19194704908991,1.2,37,0.984317243397655,0.940700808625337,0.946074221110963,0.14722911497105,0.451612903225806
14,"Near miss",1.09983452840596,1.2,25,0.984920980136288,0.951856946354883,0.954027631061124,0.0655567117585848,0.209677419354839
14,"SMOTE",1.10023677979479,1.2,31,0.990710695425332,0.958984375,0.960923416258404,0.0641331484049929,0.213592233009709
15,"Original",5.07101449275362,1.2,17,0.87265010351967,0.537585421412301,0.6976966873706,0.0265407107512371,0.167919799498747
15,"Oversampling",1.21751412429379,1.2,17,0.995613495674989,0.946308724832215,0.944430779321937,0.0781375269811904,0.109219858156028
15,"Undersampling",1.24731182795699,1.2,23,0.856979405034324,0.777777777777778,0.781464530892448,0.123809523809524,0.6
15,"Near miss",1.09677419354839,1.2,20,0.864189189189189,0.826666666666667,0.803378378378378,0.104617604617605,0.634920634920635
15,"SMOTE",1.10089399744572,1.2,27,0.978027271379873,0.926984126984127,0.930376463613458,0.0715721040189126,0.136170212765957
16,"Original",1.88410104011887,1.2,44,1,NA,NA,0.0265407107512371,0.167919799498747
16,"Oversampling",1.1996215704825,1.2,37,1,1,NA,0.0612836438923395,0.228985507246377
